Sample	percent	start	end
TCGA-B0-4707-01	0.9479335517094438	0.0	0.9479335403810017
TCGA-B0-4710-01	0.8083542433715474	0.0	0.8083542320431053
TCGA-B0-4712-01	1.0	0.0	0.999999988671558
TCGA-B0-4713-01	0.929770683333433	0.0	0.9297706720049911
TCGA-B0-4714-01	0.6686004203848879	0.0	0.6686004090564459
TCGA-B0-4718-01	0.6513011871119668	0.0	0.6513011757835249
TCGA-B0-4810-01	1.0	0.0	0.999999988671558
TCGA-B0-4811-01	1.0	0.0	0.999999988671558
TCGA-B0-4813-01	1.0	0.0	0.999999988671558
TCGA-B0-4814-01	0.6969700110764975	0.0	0.6969699997480554
TCGA-B0-4815-01	1.0	0.0	0.999999988671558
TCGA-B0-4816-01	0.8398331855198223	0.0	0.8398331741913804
TCGA-B0-4817-01	1.0	0.0	0.999999988671558
TCGA-B0-4818-01	0.8004586818188656	0.0	0.8004586704904236
TCGA-B0-4819-01	0.7060521476279058	0.0	0.7060521362994638
TCGA-B0-4821-01	1.0	0.0	0.999999988671558
TCGA-B0-4822-01	1.0	0.0	0.999999988671558
TCGA-B0-4823-01	1.0	0.0	0.999999988671558
TCGA-B0-4824-01	1.0	0.0	0.999999988671558
TCGA-B0-4827-01	1.0	0.0	0.999999988671558
TCGA-B0-4828-01	1.0	0.0	0.999999988671558
TCGA-B0-4833-01	1.0	0.0	0.999999988671558
TCGA-B0-4834-01	0.0	0.0	0.0
TCGA-B0-4836-01	1.0	0.0	0.999999988671558
TCGA-B0-4837-01	1.0	0.0	0.999999988671558
TCGA-B0-4838-01	0.9696449412525124	0.0	0.9696449299240705
TCGA-B0-4839-01	0.0	0.0	0.0
TCGA-B0-4841-01	1.0	0.0	0.999999988671558
TCGA-B0-4842-01	0.999237561869153	0.0	0.9992375505407111
TCGA-B0-4843-01	0.9271404456735955	0.0	0.9271404343451535
TCGA-B0-4844-01	0.0	0.0	0.0
TCGA-B0-4845-01	1.0	0.0	0.999999988671558
TCGA-B0-4846-01	0.0	0.0	0.0
TCGA-B0-4847-01	0.7547548189832787	0.0	0.7547548076548367
TCGA-B0-4848-01	1.0	0.0	0.999999988671558
TCGA-B0-4849-01	1.0	0.0	0.999999988671558
TCGA-B0-4852-01	0.7196881026164713	0.0	0.7196880912880294
TCGA-B0-4945-01	0.9992295073469024	0.0	0.9992294960184605
TCGA-B0-5075-01	0.8341237980296486	0.0	0.8341237867012067
TCGA-B0-5077-01	1.0	0.0	0.999999988671558
TCGA-B0-5080-01	0.0	0.0	0.0
TCGA-B0-5081-01	0.7189100765494545	0.0	0.7189100652210124
TCGA-B0-5084-01	0.0	0.0	0.0
TCGA-B0-5085-01	0.5995571122949485	0.0	0.5995571009665064
TCGA-B0-5088-01	0.794623480652018	0.0	0.794623469323576
TCGA-B0-5092-01	0.9060282627408268	0.0	0.9060282514123849
TCGA-B0-5094-01	1.0	0.0	0.999999988671558
TCGA-B0-5095-01	1.0	0.0	0.999999988671558
TCGA-B0-5096-01	0.0	0.0	0.0
TCGA-B0-5097-01	0.8341931847368004	0.0	0.8341931734083584
TCGA-B0-5098-01	1.0	0.0	0.999999988671558
TCGA-B0-5099-01	1.0	0.0	0.999999988671558
TCGA-B0-5100-01	0.0	0.0	0.0
TCGA-B0-5102-01	0.9306158870614148	0.0	0.9306158757329729
TCGA-B0-5104-01	0.900016541790985	0.0	0.900016530462543
TCGA-B0-5106-01	0.0	0.0	0.0
TCGA-B0-5107-01	0.6861433057880001	0.0	0.6861432944595581
TCGA-B0-5108-01	0.9001426726640345	0.0	0.9001426613355925
TCGA-B0-5109-01	1.0	0.0	0.999999988671558
TCGA-B0-5110-01	0.8921624196790806	0.0	0.8921624083506386
TCGA-B0-5113-01	0.907852538395715	0.0	0.907852527067273
TCGA-B0-5115-01	1.0	0.0	0.999999988671558
TCGA-B0-5116-01	1.0	0.0	0.999999988671558
TCGA-B0-5117-01	0.0	0.0	0.0
TCGA-B0-5119-01	1.0	0.0	0.999999988671558
TCGA-B0-5120-01	1.0	0.0	0.999999988671558
TCGA-B0-5121-01	0.6678097744335009	0.0	0.6678097631050589
TCGA-B0-5399-01	1.0	0.0	0.999999988671558
TCGA-B0-5400-01	0.0	0.0	0.0
TCGA-B0-5402-01	1.0	0.0	0.999999988671558
TCGA-B0-5690-01	0.8123986557580114	0.0	0.8123986444295694
TCGA-B0-5691-01	0.3219212081484305	0.0	0.32192119681998854
TCGA-B0-5692-01	0.9989648182999471	0.0	0.998964806971505
TCGA-B0-5693-01	0.9132048307376701	0.0	0.913204819409228
TCGA-B0-5694-01	0.9986897070863664	0.0	0.9986896957579244
TCGA-B0-5695-01	0.7402952522771528	0.0	0.7402952409487108
TCGA-B0-5696-01	0.7568040888244104	0.0	0.7568040774959685
TCGA-B0-5697-01	0.9275805443162306	0.0	0.9275805329877886
TCGA-B0-5698-01	0.8224520362829152	0.0	0.8224520249544732
TCGA-B0-5699-01	1.0	0.0	0.999999988671558
TCGA-B0-5701-01	0.8802189565798038	0.0	0.8802189452513618
TCGA-B0-5702-01	0.0	0.0	0.0
TCGA-B0-5703-01	1.0	0.0	0.999999988671558
TCGA-B0-5705-01	0.6892332969373149	0.0	0.689233285608873
TCGA-B0-5706-01	1.0	0.0	0.999999988671558
TCGA-B0-5709-01	0.9085243036769223	0.0	0.9085242923484803
TCGA-B0-5710-01	1.0	0.0	0.999999988671558
TCGA-B0-5711-01	0.8286869048829573	0.0	0.8286868935545153
TCGA-B0-5712-01	1.0	0.0	0.999999988671558
TCGA-B0-5713-01	0.778430084571804	0.0	0.7784300732433619
TCGA-B0-5812-01	0.6266832252237458	0.0	0.6266832138953038
TCGA-B2-3923-01	0.0	0.0	0.0
TCGA-B2-4098-01	0.0	0.0	0.0
TCGA-B2-4099-01	0.7798477484585615	0.0	0.7798477371301196
TCGA-B2-4101-01	0.6304947021861356	0.0	0.6304946908576936
TCGA-B2-4102-01	0.6664251102982426	0.0	0.6664250989698005
TCGA-B2-5639-01	1.0	0.0	0.999999988671558
TCGA-B2-5641-01	1.0	0.0	0.999999988671558
TCGA-B2-A4SR-01	0.9715348992140236	0.0	0.9715348878855816
TCGA-B4-5377-01	1.0	0.0	0.999999988671558
TCGA-B4-5378-01	0.0	0.0	0.0
TCGA-B4-5832-01	1.0	0.0	0.999999988671558
TCGA-B4-5834-01	0.999237561869153	0.0	0.9992375505407111
TCGA-B4-5835-01	0.8372568032731766	0.0	0.8372567919447346
TCGA-B4-5836-01	0.8844234058661754	0.0	0.8844233945377334
TCGA-B4-5838-01	0.7119472989097326	0.0	0.7119472875812907
TCGA-B4-5843-01	0.900016541790985	0.0	0.900016530462543
TCGA-B4-5844-01	0.8562921202801406	0.0	0.8562921089516986
TCGA-B8-4143-01	0.7514501198730417	0.0	0.7514501085445997
TCGA-B8-4146-01	0.8773332285679019	0.0	0.8773332172394599
TCGA-B8-4148-01	0.9941138548295505	0.0	0.9941138435011084
TCGA-B8-4151-01	0.6102251514250183	0.0	0.6102251400965764
TCGA-B8-4153-01	0.6166663336104723	0.0	0.6166663222820303
TCGA-B8-4154-01	0.6014197913681623	0.0	0.6014197800397202
TCGA-B8-4619-01	0.0	0.0	0.0
TCGA-B8-4620-01	1.0	0.0	0.999999988671558
TCGA-B8-4621-01	0.0	0.0	0.0
TCGA-B8-4622-01	0.0	0.0	0.0
TCGA-B8-5158-01	0.7241323410343176	0.0	0.7241323297058756
TCGA-B8-5159-01	0.8124757118203864	0.0	0.8124757004919444
TCGA-B8-5162-01	1.0	0.0	0.999999988671558
TCGA-B8-5163-01	0.9975964331358197	0.0	0.9975964218073777
TCGA-B8-5164-01	1.0	0.0	0.999999988671558
TCGA-B8-5165-01	0.6383972080737534	0.0	0.6383971967453115
TCGA-B8-5545-01	0.0	0.0	0.0
TCGA-B8-5546-01	0.0	0.0	0.0
TCGA-B8-5549-01	1.0	0.0	0.999999988671558
TCGA-B8-5550-01	0.0	0.0	0.0
TCGA-B8-5551-01	0.0	0.0	0.0
TCGA-B8-5552-01	1.0	0.0	0.999999988671558
TCGA-B8-5553-01	0.7112682947540976	0.0	0.7112682834256556
TCGA-B8-A54D-01	1.0	0.0	0.999999988671558
TCGA-B8-A54E-01	0.0	0.0	0.0
TCGA-B8-A54F-01	1.0	0.0	0.999999988671558
TCGA-B8-A54G-01	1.0	0.0	0.999999988671558
TCGA-B8-A54H-01	1.0	0.0	0.999999988671558
TCGA-B8-A54I-01	1.0	0.0	0.999999988671558
TCGA-B8-A54J-01	0.920314526941482	0.0	0.92031451561304
TCGA-B8-A7U6-01	0.8076559808645396	0.0	0.8076559695360975
TCGA-B8-A8YJ-01	0.0	0.0	0.0
TCGA-BP-4158-01	1.0	0.0	0.999999988671558
TCGA-BP-4159-01	0.8069732609799338	0.0	0.8069732496514919
TCGA-BP-4160-01	1.0	0.0	0.999999988671558
TCGA-BP-4161-01	0.5671422255984	0.0	0.567142214269958
TCGA-BP-4162-01	0.6771941538170415	0.0	0.6771941424885995
TCGA-BP-4163-01	0.866550024496623	0.0	0.8665500131681809
TCGA-BP-4164-01	1.0	0.0	0.999999988671558
TCGA-BP-4165-01	0.0	0.0	0.0
TCGA-BP-4166-01	1.0	0.0	0.999999988671558
TCGA-BP-4167-01	0.8651109951682836	0.0	0.8651109838398415
TCGA-BP-4169-01	0.9796937564152967	0.0	0.9796937450868547
TCGA-BP-4170-01	0.9722290381681492	0.0	0.9722290268397072
TCGA-BP-4173-01	0.0	0.0	0.0
TCGA-BP-4174-01	1.0	0.0	0.999999988671558
TCGA-BP-4176-01	1.0	0.0	0.999999988671558
TCGA-BP-4177-01	0.0	0.0	0.0
TCGA-BP-4325-01	1.0	0.0	0.999999988671558
TCGA-BP-4326-01	0.6848075238799025	0.0	0.6848075125514606
TCGA-BP-4327-01	0.949049074720047	0.0	0.949049063391605
TCGA-BP-4329-01	1.0	0.0	0.999999988671558
TCGA-BP-4330-01	0.7325172799522647	0.0	0.7325172686238227
TCGA-BP-4332-01	1.0	0.0	0.999999988671558
TCGA-BP-4334-01	0.0	0.0	0.0
TCGA-BP-4335-01	0.6513011871119668	0.0	0.6513011757835249
TCGA-BP-4337-01	0.6187360399609432	0.0	0.6187360286325012
TCGA-BP-4338-01	0.9846145710589664	0.0	0.9846145597305245
TCGA-BP-4340-01	0.9986288393675865	0.0	0.9986288280391445
TCGA-BP-4341-01	0.7583902519572375	0.0	0.7583902406287956
TCGA-BP-4343-01	0.9992295073469024	0.0	0.9992294960184605
TCGA-BP-4346-01	1.0	0.0	0.999999988671558
TCGA-BP-4347-01	1.0	0.0	0.999999988671558
TCGA-BP-4349-01	0.5747930474904601	0.0	0.5747930361620182
TCGA-BP-4351-01	1.0	0.0	0.999999988671558
TCGA-BP-4352-01	1.0	0.0	0.999999988671558
TCGA-BP-4354-01	0.6898565878152728	0.0	0.6898565764868309
TCGA-BP-4355-01	0.6495984429826827	0.0	0.6495984316542407
TCGA-BP-4756-01	0.0	0.0	0.0
TCGA-BP-4758-01	1.0	0.0	0.999999988671558
TCGA-BP-4759-01	0.615098635838079	0.0	0.615098624509637
TCGA-BP-4760-01	0.0	0.0	0.0
TCGA-BP-4761-01	1.0	0.0	0.999999988671558
TCGA-BP-4762-01	0.6512749730972159	0.0	0.651274961768774
TCGA-BP-4763-01	1.0	0.0	0.999999988671558
TCGA-BP-4765-01	0.8145436622623496	0.0	0.8145436509339077
TCGA-BP-4766-01	0.8699580956399636	0.0	0.8699580843115217
TCGA-BP-4768-01	1.0	0.0	0.999999988671558
TCGA-BP-4769-01	0.0	0.0	0.0
TCGA-BP-4770-01	0.0	0.0	0.0
TCGA-BP-4771-01	0.9424229670476467	0.0	0.9424229557192048
TCGA-BP-4774-01	1.0	0.0	0.999999988671558
TCGA-BP-4775-01	0.5745123173696554	0.0	0.5745123060412134
TCGA-BP-4776-01	0.879858474227432	0.0	0.87985846289899
TCGA-BP-4777-01	1.0	0.0	0.999999988671558
TCGA-BP-4781-01	1.0	0.0	0.999999988671558
TCGA-BP-4782-01	0.7677062981787309	0.0	0.767706286850289
TCGA-BP-4784-01	0.0	0.0	0.0
TCGA-BP-4787-01	0.5939875857495087	0.0	0.5939875744210668
TCGA-BP-4789-01	1.0	0.0	0.999999988671558
TCGA-BP-4790-01	0.5508771431373114	0.0	0.5508771318088694
TCGA-BP-4795-01	0.0	0.0	0.0
TCGA-BP-4797-01	0.8924774070084448	0.0	0.8924773956800028
TCGA-BP-4798-01	1.0	0.0	0.999999988671558
TCGA-BP-4799-01	1.0	0.0	0.999999988671558
TCGA-BP-4801-01	1.0	0.0	0.999999988671558
TCGA-BP-4803-01	1.0	0.0	0.999999988671558
TCGA-BP-4804-01	0.0	0.0	0.0
TCGA-BP-4807-01	1.0	0.0	0.999999988671558
TCGA-BP-4959-01	1.0	0.0	0.999999988671558
TCGA-BP-4960-01	1.0	0.0	0.999999988671558
TCGA-BP-4961-01	0.0	0.0	0.0
TCGA-BP-4962-01	0.9875378641844872	0.0	0.9875378528560452
TCGA-BP-4963-01	0.9108218249956906	0.0	0.9108218136672487
TCGA-BP-4964-01	0.7131845573578955	0.0	0.7131845460294536
TCGA-BP-4965-01	0.8898273332466934	0.0	0.8898273219182514
TCGA-BP-4967-01	0.0	0.0	0.0
TCGA-BP-4968-01	0.7271823087981031	0.0	0.7271822974696611
TCGA-BP-4969-01	0.6917849831804356	0.0	0.6917849718519936
TCGA-BP-4970-01	0.6672841913676547	0.0	0.6672841800392127
TCGA-BP-4971-01	0.9011736515121114	0.0	0.9011736401836694
TCGA-BP-4972-01	0.7383811534057737	0.0	0.7383811420773317
TCGA-BP-4973-01	0.704173971246058	0.0	0.704173959917616
TCGA-BP-4974-01	0.9804199548602369	0.0	0.980419943531795
TCGA-BP-4975-01	1.0	0.0	0.999999988671558
TCGA-BP-4977-01	0.8593323002700519	0.0	0.85933228894161
TCGA-BP-4981-01	0.7127168286452615	0.0	0.7127168173168196
TCGA-BP-4982-01	0.773712196309393	0.0	0.773712184980951
TCGA-BP-4983-01	0.8568625186624753	0.0	0.8568625073340334
TCGA-BP-4985-01	1.0	0.0	0.999999988671558
TCGA-BP-4987-01	0.9515820237201262	0.0	0.9515820123916843
TCGA-BP-4989-01	0.9992295073469024	0.0	0.9992294960184605
TCGA-BP-4991-01	1.0	0.0	0.999999988671558
TCGA-BP-4992-01	1.0	0.0	0.999999988671558
TCGA-BP-4993-01	1.0	0.0	0.999999988671558
TCGA-BP-4994-01	0.0	0.0	0.0
TCGA-BP-4998-01	0.0	0.0	0.0
TCGA-BP-4999-01	1.0	0.0	0.999999988671558
TCGA-BP-5000-01	1.0	0.0	0.999999988671558
TCGA-BP-5001-01	0.5724403793161137	0.0	0.5724403679876717
TCGA-BP-5004-01	0.9676495494814564	0.0	0.9676495381530145
TCGA-BP-5007-01	0.7106961291348134	0.0	0.7106961178063713
TCGA-BP-5008-01	1.0	0.0	0.999999988671558
TCGA-BP-5010-01	1.0	0.0	0.999999988671558
TCGA-BP-5168-01	1.0	0.0	0.999999988671558
TCGA-BP-5169-01	0.8981413901031469	0.0	0.8981413787747048
TCGA-BP-5170-01	0.5814895501013487	0.0	0.5814895387729068
TCGA-BP-5173-01	1.0	0.0	0.999999988671558
TCGA-BP-5174-01	0.9213812583524603	0.0	0.9213812470240182
TCGA-BP-5175-01	0.6512749730972159	0.0	0.651274961768774
TCGA-BP-5176-01	1.0	0.0	0.999999988671558
TCGA-BP-5177-01	0.6103176254969335	0.0	0.6103176141684915
TCGA-BP-5178-01	0.9989648182999471	0.0	0.998964806971505
TCGA-BP-5180-01	1.0	0.0	0.999999988671558
TCGA-BP-5182-01	0.9983838731381253	0.0	0.9983838618096833
TCGA-BP-5183-01	0.9949668751825012	0.0	0.9949668638540592
TCGA-BP-5184-01	0.9574640340092516	0.0	0.9574640226808097
TCGA-BP-5185-01	1.0	0.0	0.999999988671558
TCGA-BP-5186-01	0.6692749271490553	0.0	0.6692749158206133
TCGA-BP-5187-01	1.0	0.0	0.999999988671558
TCGA-BP-5189-01	0.9464307432527347	0.0	0.9464307319242926
TCGA-BP-5190-01	0.9342597144108838	0.0	0.9342597030824419
TCGA-BP-5191-01	0.0	0.0	0.0
TCGA-BP-5192-01	0.8943591405210757	0.0	0.8943591291926337
TCGA-BP-5194-01	0.8628954577841531	0.0	0.8628954464557111
TCGA-BP-5195-01	1.0	0.0	0.999999988671558
TCGA-BP-5196-01	0.8207251399153213	0.0	0.8207251285868793
TCGA-BP-5198-01	1.0	0.0	0.999999988671558
TCGA-BP-5200-01	1.0	0.0	0.999999988671558
TCGA-BP-5201-01	1.0	0.0	0.999999988671558
TCGA-BP-5202-01	0.7054117847878781	0.0	0.7054117734594361
TCGA-CJ-4634-01	0.9090096141315154	0.0	0.9090096028030734
TCGA-CJ-4635-01	1.0	0.0	0.999999988671558
TCGA-CJ-4636-01	1.0	0.0	0.999999988671558
TCGA-CJ-4637-01	0.8579070010133971	0.0	0.8579069896849552
TCGA-CJ-4638-01	0.6392110093605556	0.0	0.6392109980321137
TCGA-CJ-4639-01	0.6269230823258723	0.0	0.6269230709974304
TCGA-CJ-4640-01	1.0	0.0	0.999999988671558
TCGA-CJ-4641-01	0.9491520615861233	0.0	0.9491520502576812
TCGA-CJ-4643-01	0.9495225242958829	0.0	0.949522512967441
TCGA-CJ-4644-01	1.0	0.0	0.999999988671558
TCGA-CJ-4868-01	1.0	0.0	0.999999988671558
TCGA-CJ-4869-01	0.9714973907426148	0.0	0.9714973794141727
TCGA-CJ-4870-01	0.9183195769796634	0.0	0.9183195656512214
TCGA-CJ-4871-01	0.783710339351183	0.0	0.783710328022741
TCGA-CJ-4872-01	0.5744714670078612	0.0	0.5744714556794193
TCGA-CJ-4873-01	1.0	0.0	0.999999988671558
TCGA-CJ-4874-01	0.85729873164951	0.0	0.857298720321068
TCGA-CJ-4875-01	0.0	0.0	0.0
TCGA-CJ-4876-01	0.9119479061142229	0.0	0.911947894785781
TCGA-CJ-4878-01	0.89785088353691	0.0	0.8978508722084679
TCGA-CJ-4881-01	0.715145714577276	0.0	0.7151457032488341
TCGA-CJ-4882-01	0.9995980555499668	0.0	0.9995980442215249
TCGA-CJ-4884-01	0.6295924824096484	0.0	0.6295924710812064
TCGA-CJ-4885-01	0.6142793742422406	0.0	0.6142793629137985
TCGA-CJ-4886-01	0.9116025698887837	0.0	0.9116025585603417
TCGA-CJ-4887-01	0.9914896439008484	0.0	0.9914896325724064
TCGA-CJ-4888-01	0.0	0.0	0.0
TCGA-CJ-4889-01	0.0	0.0	0.0
TCGA-CJ-4890-01	0.0	0.0	0.0
TCGA-CJ-4891-01	1.0	0.0	0.999999988671558
TCGA-CJ-4892-01	1.0	0.0	0.999999988671558
TCGA-CJ-4893-01	0.9999963069279132	0.0	0.9999962955994712
TCGA-CJ-4894-01	1.0	0.0	0.999999988671558
TCGA-CJ-4895-01	1.0	0.0	0.999999988671558
TCGA-CJ-4897-01	0.7346419292463577	0.0	0.7346419179179158
TCGA-CJ-4899-01	0.9995980555499668	0.0	0.9995980442215249
TCGA-CJ-4900-01	0.9992295073469024	0.0	0.9992294960184605
TCGA-CJ-4901-01	1.0	0.0	0.999999988671558
TCGA-CJ-4902-01	1.0	0.0	0.999999988671558
TCGA-CJ-4903-01	1.0	0.0	0.999999988671558
TCGA-CJ-4904-01	1.0	0.0	0.999999988671558
TCGA-CJ-4905-01	0.7339948486402336	0.0	0.7339948373117915
TCGA-CJ-4907-01	0.6900910865643409	0.0	0.690091075235899
TCGA-CJ-4908-01	0.8985268516700933	0.0	0.8985268403416513
TCGA-CJ-4912-01	0.0	0.0	0.0
TCGA-CJ-4913-01	0.7386651121325438	0.0	0.7386651008041019
TCGA-CJ-4916-01	0.8771211148201941	0.0	0.8771211034917521
TCGA-CJ-4918-01	0.7297943756369983	0.0	0.7297943643085563
TCGA-CJ-4920-01	0.0	0.0	0.0
TCGA-CJ-4923-01	0.6341773860916096	0.0	0.6341773747631676
TCGA-CJ-5671-01	1.0	0.0	0.999999988671558
TCGA-CJ-5672-01	0.9986897070863664	0.0	0.9986896957579244
TCGA-CJ-5675-01	0.854092963823119	0.0	0.854092952494677
TCGA-CJ-5676-01	0.8526526996946033	0.0	0.8526526883661614
TCGA-CJ-5677-01	1.0	0.0	0.999999988671558
TCGA-CJ-5678-01	0.8946787951685373	0.0	0.8946787838400954
TCGA-CJ-5679-01	1.0	0.0	0.999999988671558
TCGA-CJ-5680-01	0.5735737559512837	0.0	0.5735737446228417
TCGA-CJ-5681-01	0.0	0.0	0.0
TCGA-CJ-5682-01	1.0	0.0	0.999999988671558
TCGA-CJ-5683-01	1.0	0.0	0.999999988671558
TCGA-CJ-5684-01	0.8621141691258448	0.0	0.8621141577974029
TCGA-CJ-5686-01	0.6724333647448373	0.0	0.6724333534163953
TCGA-CJ-5689-01	1.0	0.0	0.999999988671558
TCGA-CJ-6027-01	1.0	0.0	0.999999988671558
TCGA-CJ-6028-01	0.9325724109480238	0.0	0.9325723996195818
TCGA-CJ-6030-01	1.0	0.0	0.999999988671558
TCGA-CJ-6031-01	0.6835828060170158	0.0	0.6835827946885739
TCGA-CJ-6032-01	0.9976644717583754	0.0	0.9976644604299334
TCGA-CJ-6033-01	0.9565211677829261	0.0	0.956521156454484
TCGA-CW-5580-01	1.0	0.0	0.999999988671558
TCGA-CW-5581-01	0.6791924116839194	0.0	0.6791924003554775
TCGA-CW-5583-01	1.0	0.0	0.999999988671558
TCGA-CW-5584-01	1.0	0.0	0.999999988671558
TCGA-CW-5585-01	0.614337659076248	0.0	0.6143376477478061
TCGA-CW-5587-01	0.9392624676754237	0.0	0.9392624563469817
TCGA-CW-5588-01	0.7567393127931461	0.0	0.7567393014647041
TCGA-CW-5589-01	0.9686038347773018	0.0	0.9686038234488599
TCGA-CW-5591-01	0.9646911042004594	0.0	0.9646910928720174
TCGA-CW-6087-01	0.0	0.0	0.0
TCGA-CW-6088-01	1.0	0.0	0.999999988671558
TCGA-CW-6090-01	0.7830435132706807	0.0	0.7830435019422387
TCGA-CW-6093-01	0.0	0.0	0.0
TCGA-CW-6097-01	0.0	0.0	0.0
TCGA-CZ-4853-01	0.8475050669855306	0.0	0.8475050556570886
